1.256637061435917349e+04 1.284424814595400047e+10 1.593101875176532936e+10 1.714945115886695671e+10 1.877713546132746887e+10 1.953852324895652771e+10 2.081964379369379425e+10 2.157460866865086365e+10 2.350082779900100708e+10 2.398743188261472702e+10 2.573567191864463043e+10 2.635822160498194885e+10 2.814988422920998383e+10 2.859813055399282455e+10 3.078019039898370743e+10 3.096138063931440353e+10 3.372334569111957932e+10 3.373576390406682587e+10 3.694502900374113464e+10 3.710386433491135406e+10 4.066698139851296997e+10 4.089716714019119263e+10 4.487108878047631836e+10 4.511203736340652466e+10 4.954423915242644501e+10 4.974121429612186432e+10 5.466862703058290100e+10 5.477128222640002441e+10 6.020970283417734528e+10 6.021926559762899017e+10 6.604008986770647430e+10 6.619269449241718292e+10 7.224473471150004578e+10 7.259724644658088684e+10 7.884232472144798279e+10 7.940301115524913025e+10 8.583643824214619446e+10 8.660218829425007629e+10 9.323262450021211243e+10 9.418368863457733154e+10 1.010402520545064545e+11 1.021371367838358765e+11 1.092675126288978271e+11 1.104532283543308716e+11 1.179233112146596527e+11 1.191243298837958984e+11 1.270134873744653015e+11 1.281466132335680847e+11 1.365417772341134491e+11 1.375182809176341553e+11 1.465078857616438293e+11
4.411229408764702966e+05 1.299467358461498260e+10 1.592661136265091515e+10 1.716342421407512856e+10 1.877353428990281677e+10 1.956891532373390198e+10 2.083109544930344009e+10 2.157951745348990250e+10 2.349270520701314163e+10 2.399598364700955200e+10 2.572775519285853195e+10 2.636759194299061584e+10 2.813779611372026443e+10 2.861051532869010544e+10 3.074726507612057877e+10 3.099517171547526932e+10 3.363337270842226791e+10 3.382631232489661407e+10 3.688239449901558685e+10 3.716728387518625641e+10 4.060511087552414703e+10 4.095959438436557007e+10 4.479884606931290436e+10 4.518490938773027039e+10 4.945027446689506531e+10 4.983567014066227722e+10 5.453309210104258728e+10 5.490737143044213104e+10 6.002404180336564636e+10 6.040539894383387756e+10 6.589528362316905975e+10 6.633804549421512604e+10 7.213767995813327026e+10 7.270479966784219360e+10 7.875644674560145569e+10 7.948945216454083252e+10 8.576136719799296570e+10 8.667779076946005249e+10 9.316397480663760376e+10 9.425288921140673828e+10 1.009724511655233154e+11 1.022054576968465424e+11 1.091991146022433929e+11 1.105220958124761505e+11 1.178483213223542633e+11 1.191997797750165253e+11 1.269296870789066010e+11 1.282307737643966827e+11 1.364376706289795380e+11 1.376228095058864136e+11 1.463713449808616638e+11
8.696795111385814380e+05 1.313737255752071571e+10 1.591444498577802849e+10 1.718196294451618958e+10 1.876398241408187866e+10 1.960525286024837875e+10 2.083198366152579880e+10 2.159362885476500702e+10 2.347048904041939545e+10 2.401928930606294632e+10 2.570593585057285309e+10 2.639127524383425522e+10 2.810577680435449982e+10 2.864326380019456100e+10 3.068080439572311401e+10 3.106339945047002411e+10 3.353336196590115356e+10 3.392803088468695450e+10 3.677960668797305298e+10 3.727200882844743347e+10 4.049364678440854645e+10 4.107269893834974670e+10 4.467214878505316162e+10 4.531325080863587952e+10 4.930266373895994568e+10 4.998473295751691437e+10 5.436210275988734436e+10 5.507984890705267334e+10 5.983395127802256775e+10 6.059689057268045044e+10 6.569946688608715820e+10 6.653535427563445282e+10 7.194886321382408142e+10 7.289509093793539429e+10 7.857916507532681274e+10 7.966830532972946167e+10 8.559333598617799377e+10 8.684737818635179138e+10 9.300156070585810852e+10 9.441687090755126953e+10 1.008097999356163330e+11 1.023696020918063049e+11 1.090320042699165039e+11 1.106905763707207184e+11 1.176691727294531708e+11 1.193802031228287659e+11 1.267323123134162292e+11 1.284292459208825684e+11 1.362100837567642670e+11 1.378515143952545776e+11 1.461023310954884033e+11
1.298236081400692696e+06 1.327240956441307640e+10 1.589551352003230095e+10 1.720419316799197006e+10 1.874978657285350800e+10 1.964634549742144394e+10 2.082288452508499146e+10 2.161623515884465027e+10 2.343749344609361649e+10 2.405409592449369812e+10 2.567288953600896835e+10 2.642661807817279053e+10 2.805996245296531677e+10 2.869023339436077118e+10 3.060557806319121933e+10 3.114129156837175751e+10 3.343585587787670517e+10 3.402838121170708466e+10 3.667083162895305634e+10 3.738387824089991760e+10 4.037185866184287262e+10 4.119721287540728760e+10 4.453490392313436890e+10 4.545315408749279785e+10 4.914791996729058838e+10 5.014188664190355682e+10 5.418970775063577271e+10 5.525466367783924103e+10 5.964590128835428619e+10 6.078726862050518799e+10 6.550046950084586334e+10 6.673679337307218933e+10 7.174439292738793945e+10 7.310201669082754517e+10 7.837335928352807617e+10 7.987670112690951538e+10 8.538728729181573486e+10 8.705601894027404785e+10 9.279437388112979126e+10 9.462665391321511841e+10 1.005981936071887054e+11 1.025836817493335266e+11 1.088125853299687042e+11 1.109122664042022705e+11 1.174363978682707977e+11 1.196150592349337158e+11 1.264812399167537537e+11 1.286821358127806396e+11 1.359338293183809662e+11 1.381295641646928406e+11 1.457963297663252563e+11
1.726792651662803721e+06 1.339975682339962387e+10 1.587092705689666748e+10 1.722914780735608673e+10 1.873221292172449875e+10 1.969105318244037247e+10 2.080502809723131180e+10 2.164593534370506287e+10 2.339734170453308105e+10 2.409685250124390793e+10 2.563168087594191360e+10 2.647059601330046463e+10 2.800580232893577957e+10 2.874596391921499252e+10 3.052809926015609360e+10 3.122233061621304321e+10 3.333977482582213974e+10 3.412844982297878265e+10 3.656102375117608643e+10 3.749794655985799408e+10 4.024744559983699799e+10 4.132544004064413452e+10 4.439500832654776764e+10 4.559672109610755920e+10 4.899177221010205078e+10 5.030139674486824799e+10 5.401762667660105896e+10 5.543009174575322723e+10 5.945906188106369781e+10 6.097736004947885895e+10 6.530132484628602600e+10 6.693933326235135651e+10 7.153577590691630554e+10 7.331407934182002258e+10 7.815781444227604675e+10 8.009587223632669067e+10 8.516591162849446106e+10 8.728104305826954651e+10 9.256705412260185242e+10 9.485761975223124695e+10 1.003631381856719513e+11 1.028222037141650085e+11 1.085675664267175903e+11 1.111604574369889069e+11 1.171778702856147308e+11 1.198764592811385651e+11 1.262059766854399872e+11 1.289599061883669281e+11 1.356380682377354584e+11 1.384277630708772583e+11 1.454780436877509155e+11
2.155349221924914513e+06 1.351928008512569046e+10 1.584185610265472984e+10 1.725583627906525803e+10 1.871241282658718872e+10 1.973835580007047653e+10 2.077995946977869797e+10 2.168097061998884583e+10 2.335303468468075180e+10 2.414464103634096527e+10 2.558502708570705795e+10 2.652055127584550095e+10 2.794693247606819534e+10 2.880680248898750305e+10 3.045035372558074570e+10 3.130452374727747726e+10 3.324508168400573349e+10 3.422828382434205246e+10 3.645154710264967346e+10 3.761286314170438385e+10 4.012259900685640717e+10 4.145519349542916870e+10 4.425464925737345886e+10 4.574176221316725922e+10 4.883571402858593750e+10 5.046176118642327881e+10 5.384637461697888184e+10 5.560561074876323700e+10 5.927343118098275757e+10 6.116716210979084778e+10 6.510284820508872986e+10 6.714216445554534149e+10 7.132609083754833984e+10 7.352821512378666687e+10 7.793850462892596436e+10 8.031987270529225159e+10 8.493771029987733459e+10 8.751398254949156189e+10 9.233000922944741821e+10 9.509939489866671753e+10 1.001161952608509369e+11 1.030736277407495422e+11 1.083093382193684387e+11 1.114227591432605743e+11 1.169061833870929260e+11 1.201517849779311066e+11 1.259188584464557190e+11 1.292501724183703003e+11 1.353334562854955444e+11 1.387353988564435425e+11 1.451549346263452454e+11
2.583905792187025771e+06 1.363072048811094666e+10 1.580950358863462067e+10 1.728329002929588318e+10 1.869140660087654495e+10 1.978735932945693970e+10 2.074925001494320679e+10 2.171951147111719513e+10 2.330683391618740082e+10 2.419528906044994736e+10 2.553510141473892593e+10 2.657439083472738266e+10 2.788562678723202896e+10 2.887045003322085190e+10 3.037326643588154221e+10 3.138693394303261566e+10 3.315197225277012253e+10 3.432770048864818192e+10 3.634307691810855103e+10 3.772797174061788940e+10 3.999829401656391144e+10 4.158550434536489868e+10 4.411478874322843170e+10 4.588731132200332642e+10 4.868044455896318054e+10 5.062226768171900940e+10 5.367631478292788696e+10 5.578084597592122650e+10 5.908920820097533417e+10 6.135646867148296356e+10 6.490552133158499146e+10 6.734481367435043335e+10 7.111663637023013306e+10 7.374314834684619141e+10 7.771791281750575256e+10 8.054626272427362061e+10 8.470637849083497620e+10 8.775119424922390747e+10 9.208798168540409851e+10 9.534729044980390930e+10 9.986280725494772339e+10 1.033325451976699371e+11 1.080437880995686951e+11 1.116932847616629791e+11 1.166272386776247559e+11 1.204350956427759399e+11 1.256254449385469055e+11 1.295472987005971680e+11 1.350245445944407959e+11 1.390478322326149902e+11 1.448300335904562683e+11
3.012462362449137028e+06 1.373367287763731956e+10 1.577510321687150192e+10 1.731058615629438019e+10 1.867009769783153152e+10 1.983726181525806427e+10 2.071435032355145645e+10 2.175980832934843063e+10 2.326047160911053467e+10 2.424714819064254761e+10 2.548363479669513702e+10 2.663048521154335022e+10 2.782340025723818207e+10 2.893535413247893906e+10 3.029749693546430588e+10 3.146888071218456268e+10 3.306079631829822922e+10 3.442636532271149445e+10 3.623616211064329529e+10 3.784274917172086334e+10 3.987519783694796753e+10 4.171571347713063049e+10 4.397608124055661774e+10 4.603270684021777344e+10 4.852650391640667725e+10 5.078235565613322449e+10 5.350785469356795502e+10 5.595537179781983948e+10 5.890674347192526245e+10 6.154491801482871246e+10 6.470982496327053833e+10 6.754681245802648163e+10 7.090824799021357727e+10 7.395807848159822083e+10 7.749740906501551819e+10 8.077373852081645203e+10 8.447386090677008057e+10 8.799081473894958496e+10 9.184343639062500000e+10 9.559892588405793762e+10 9.960579218589260864e+10 1.035961919406555023e+11 1.077739465152709961e+11 1.119690050212741241e+11 1.163440514080462646e+11 1.207233139004747009e+11 1.253285517508855133e+11 1.298483499808616638e+11 1.347136559833499603e+11 1.393626027063724060e+11 1.445049795093992615e+11
3.441018932711248286e+06 1.382756243928437424e+10 1.573993644674113655e+10 1.733685621149318314e+10 1.864929646051803207e+10 1.988729259836485291e+10 2.067657370238031387e+10 2.180022472043017197e+10 2.321538211821415329e+10 2.429883885253353119e+10 2.543210318420969772e+10 2.668747718290549469e+10 2.776142693279431152e+10 2.900028487599076462e+10 3.022371342777751923e+10 3.154965823211512375e+10 3.297209112773058319e+10 3.452375499377043152e+10 3.613143336689520264e+10 3.795659758530390930e+10 3.975398181882164001e+10 4.184515880553758240e+10 4.383918592409300232e+10 4.617727669000891113e+10 4.837450174094537354e+10 5.094138274470111847e+10 5.334155966470282745e+10 5.612859372761014557e+10 5.872659426097073364e+10 6.173193455440354919e+10 6.451639429347562408e+10 6.774754324845375824e+10 7.070172970262483215e+10 7.417225508808111572e+10 7.727804239616790771e+10 8.100135471037341309e+10 8.424145381050843811e+10 8.823167761728253174e+10 9.159788194255667114e+10 9.585292938042761230e+10 9.934677965773980713e+10 1.038630269769179535e+11 1.075015081896508026e+11 1.122482274154113617e+11 1.160582999130032806e+11 1.210146597522872314e+11 1.250297934956190643e+11 1.301515183930057983e+11 1.344022455330259857e+11 1.396780352165090637e+11 1.441809981399269409e+11
3.869575502973360009e+06 1.391162425052831459e+10 1.570535694480689240e+10 1.736128834941751480e+10 1.862974112328710175e+10 1.993662386910582352e+10 2.063717063298508453e+10 2.183920789753368759e+10 2.317287211668784332e+10 2.434903577049703217e+10 2.538191596046658325e+10 2.674407689396006393e+10 2.770082442613423157e+10 2.906404079583143616e+10 3.015275988510081863e+10 3.162835252063115311e+10 3.288667641582584763e+10 3.461905093967648315e+10 3.602976836252498627e+10 3.806867566069583893e+10 3.963552819500121307e+10 4.197296502551371765e+10 4.370497623363497162e+10 4.632012256581420898e+10 4.822530131528926086e+10 5.109843101130722046e+10 5.317830499587875366e+10 5.629958750422334290e+10 5.854966446558048248e+10 6.191658258896955109e+10 6.432619800307284546e+10 6.794606200711657715e+10 7.049812942827293396e+10 7.438471335152369690e+10 7.706094712009991455e+10 8.122814372304934692e+10 8.401032922328929138e+10 8.847282622948483276e+10 9.135247911754742432e+10 9.610837246231712341e+10 9.908685539374739075e+10 1.041321180597686310e+11 1.072274980915250397e+11 1.125299312697901154e+11 1.157709944393296356e+11 1.213079476081626129e+11 1.247302512741867981e+11 1.304553949530691833e+11 1.340915106392808533e+11 1.399925668921154785e+11 1.438593910198231812e+11
